,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
96,17,62,32,30,18.61,21,9,12,16.52,63504,32296,16120,8368,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1270080.0,645920.0,322400.0,167360.0,0.4838709677419355,0.5714285714285714
97,18,63,35,28,17.02,24,11,13,16.46,67768,35712,19736,10584,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1355360.0,714240.0,394720.0,211680.0,0.4444444444444444,0.5416666666666666
98,19,68,35,33,17.99,26,8,18,16.73,73576,36120,11336,4400,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1471520.0,722400.0,226720.0,88000.0,0.4852941176470588,0.6923076923076923
99,20,72,33,39,19.26,29,11,18,17.31,75488,35688,16128,10536,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1509760.0,713760.0,322560.0,210720.0,0.5416666666666666,0.6206896551724138
100,1,155,96,59,24.24,50,28,22,26.16,109072,60344,43432,23064,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2181440.0,1206880.0,868640.0,461280.0,0.38064516129032255,0.44
101,2,154,97,57,24.22,52,27,25,26.25,106944,66984,42592,21648,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2138880.0,1339680.0,851840.0,432960.0,0.37012987012987014,0.4807692307692308
102,3,155,99,56,23.97,51,26,25,26.12,114184,66784,42792,21944,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2283680.0,1335680.0,855840.0,438880.0,0.36129032258064514,0.49019607843137253
103,4,157,96,61,24.36,52,27,25,26.31,164168,83032,46080,22648,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,3283360.0,1660640.0,921600.0,452960.0,0.3885350318471338,0.4807692307692308
104,5,153,101,52,23.8,51,24,27,25.86,99200,62344,40216,18664,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,1984000.0,1246880.0,804320.0,373280.0,0.33986928104575165,0.5294117647058824
105,6,154,105,49,24.18,52,26,26,26.08,110352,70544,44352,21520,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2207040.0,1410880.0,887040.0,430400.0,0.3181818181818182,0.5
