     ,RNTI ,numDLTotal ,numDLnew ,numReTx_DL ,avgMCS_DL ,numULTotal ,numULnew ,numReTx_UL ,avgMCS_UL ,DL_throughput (bits) ,DL_goodput (bits) ,UL_throughput (bits) ,UL_goodput (bits) ,TTI ,PulseBWoffset ,numRBs ,NumFrames ,prf  ,FreqOffset ,PulseWidth             ,BW       ,numPulses ,pulseIdxOffset_ms
 979 ,  20 ,       160 ,     147 ,        13 ,    21.91 ,        89 ,      79 ,        10 ,    23.44 ,               22672 ,            20504 ,               27232 ,            23872 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 980 ,   1 ,        49 ,      20 ,        29 ,    18.67 ,        12 ,       4 ,         8 ,    22.0  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 981 ,   2 ,        48 ,      19 ,        29 ,    19.1  ,        12 ,       3 ,         9 ,    22.5  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 982 ,   3 ,        46 ,      17 ,        29 ,    19.72 ,        12 ,       4 ,         8 ,    22.25 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 983 ,   4 ,        51 ,      21 ,        30 ,    19.67 ,        11 ,       4 ,         7 ,    19.18 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 984 ,   5 ,        52 ,      19 ,        33 ,    19.85 ,        12 ,       3 ,         9 ,    21.17 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 985 ,   6 ,        45 ,      18 ,        27 ,    19.56 ,        11 ,       3 ,         8 ,    21.55 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 986 ,   7 ,        49 ,      20 ,        29 ,    20.43 ,         9 ,       3 ,         6 ,    17.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 987 ,   8 ,        37 ,      19 ,        18 ,    18.92 ,        11 ,       3 ,         8 ,    21.55 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 988 ,   9 ,        51 ,      21 ,        30 ,    19.53 ,        10 ,       3 ,         7 ,    23.9  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 989 ,  10 ,        50 ,      20 ,        30 ,    20.18 ,        12 ,       3 ,         9 ,    22.5  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 990 ,  11 ,        49 ,      19 ,        30 ,    19.78 ,         9 ,       3 ,         6 ,    26.78 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 991 ,  12 ,        52 ,      18 ,        34 ,    20.13 ,        12 ,       3 ,         9 ,    17.58 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 992 ,  13 ,        47 ,      18 ,        29 ,    20.62 ,        12 ,       4 ,         8 ,    20.25 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 993 ,  14 ,        55 ,      19 ,        36 ,    20.67 ,        10 ,       3 ,         7 ,    18.3  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 994 ,  15 ,        48 ,      20 ,        28 ,    19.75 ,         9 ,       3 ,         6 ,    17.44 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 995 ,  16 ,        50 ,      20 ,        30 ,    19.62 ,         9 ,       3 ,         6 ,    20.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 996 ,  17 ,        45 ,      19 ,        26 ,    19.38 ,         9 ,       3 ,         6 ,    20.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 997 ,  18 ,        45 ,      18 ,        27 ,    19.49 ,         8 ,       2 ,         6 ,    20.0  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 998 ,  19 ,        48 ,      20 ,        28 ,    19.42 ,         8 ,       2 ,         6 ,    19.88 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
 999 ,  20 ,        45 ,      17 ,        28 ,    18.33 ,         8 ,       2 ,         6 ,    19.5  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,2400 ,  25000000 ,2.16e-05               ,10000000 ,        1 ,                0
1000 ,   1 ,       160 ,     133 ,        27 ,    24.5  ,        88 ,      78 ,        10 ,    26.34 ,               24208 ,            20296 ,               29792 ,            26528 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1001 ,   2 ,       160 ,     134 ,        26 ,    23.59 ,        89 ,      80 ,         9 ,    25.4  ,               23392 ,            19608 ,               29008 ,            26192 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1002 ,   3 ,       160 ,     138 ,        22 ,    24.15 ,        90 ,      79 ,        11 ,    26.09 ,               24472 ,            21072 ,               29952 ,            26624 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1003 ,   4 ,       160 ,     138 ,        22 ,    24.45 ,        92 ,      79 ,        13 ,    26.33 ,               25608 ,            22120 ,               31040 ,            26768 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1004 ,   5 ,       160 ,     138 ,        22 ,    24.34 ,        92 ,      80 ,        12 ,    26.22 ,               24512 ,            21000 ,               31056 ,            27056 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1005 ,   6 ,       160 ,     138 ,        22 ,    23.81 ,        89 ,      79 ,        10 ,    25.67 ,               23952 ,            20496 ,               29472 ,            26240 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1006 ,   7 ,       160 ,     141 ,        19 ,    24.42 ,        90 ,      77 ,        13 ,    26.33 ,               24872 ,            21776 ,               30640 ,            26320 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1007 ,   8 ,       160 ,     142 ,        18 ,    23.61 ,        91 ,      80 ,        11 ,    25.42 ,               23920 ,            21232 ,               30080 ,            26512 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1008 ,   9 ,       160 ,     142 ,        18 ,    24.0  ,        90 ,      76 ,        14 ,    25.89 ,               24192 ,            21544 ,               29904 ,            25536 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1009 ,  10 ,       160 ,     144 ,        16 ,    24.25 ,        88 ,      75 ,        13 ,    26.11 ,               25504 ,            22800 ,               29712 ,            25408 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1010 ,  11 ,       160 ,     144 ,        16 ,    24.36 ,        90 ,      76 ,        14 ,    26.27 ,               25248 ,            22624 ,               30512 ,            25872 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1011 ,  12 ,       160 ,     144 ,        16 ,    24.58 ,        93 ,      76 ,        17 ,    26.31 ,               26328 ,            23784 ,               31328 ,            25792 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1012 ,  13 ,       160 ,     146 ,        14 ,    24.32 ,        94 ,      77 ,        17 ,    26.26 ,               26728 ,            24592 ,               31392 ,            25968 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1013 ,  14 ,       160 ,     146 ,        14 ,    24.05 ,        89 ,      76 ,        13 ,    25.88 ,               27280 ,            24968 ,               30064 ,            25696 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1014 ,  15 ,       160 ,     147 ,        13 ,    24.28 ,        90 ,      76 ,        14 ,    26.42 ,               26640 ,            24552 ,               30304 ,            25808 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1015 ,  16 ,       160 ,     142 ,        18 ,    24.34 ,        93 ,      77 ,        16 ,    26.2  ,               24872 ,            22288 ,               30848 ,            25984 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1016 ,  17 ,       160 ,     138 ,        22 ,    24.18 ,        90 ,      78 ,        12 ,    26.22 ,               24576 ,            21304 ,               30336 ,            26448 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1017 ,  18 ,       160 ,     136 ,        24 ,    23.87 ,        88 ,      78 ,        10 ,    25.89 ,               23984 ,            20536 ,               29648 ,            26320 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1018 ,  19 ,       160 ,     135 ,        25 ,    24.39 ,        91 ,      77 ,        14 ,    26.3  ,               24552 ,            20832 ,               30592 ,            26128 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1019 ,  20 ,       160 ,     136 ,        24 ,    24.64 ,        87 ,      76 ,        11 ,    26.45 ,               24912 ,            21232 ,               29312 ,            25936 ,  2 ,      5000000 ,    51 ,        5 , 625 ,   5000000 ,5.239999999999999e-05  ,20000000 ,        1 ,                0
1020 ,   1 ,        48 ,      23 ,        25 ,    23.96 ,        13 ,       7 ,         6 ,    26.54 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      2000000 ,    51 ,        5 ,1200 ,   2000000 ,4.45e-05               , 5000000 ,        1 ,                0
1021 ,   2 ,        49 ,      22 ,        27 ,    24.27 ,        14 ,       8 ,         6 ,    26.29 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      2000000 ,    51 ,        5 ,1200 ,   2000000 ,4.45e-05               , 5000000 ,        1 ,                0
1022 ,   3 ,        50 ,      24 ,        26 ,    24.04 ,        14 ,       8 ,         6 ,    26.57 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      2000000 ,    51 ,        5 ,1200 ,   2000000 ,4.45e-05               , 5000000 ,        1 ,                0
1023 ,   4 ,        50 ,      23 ,        27 ,    23.84 ,        12 ,       6 ,         6 ,    26.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      2000000 ,    51 ,        5 ,1200 ,   2000000 ,4.45e-05               , 5000000 ,        1 ,                0
1024 ,   5 ,        49 ,      22 ,        27 ,    24.18 ,        11 ,       5 ,         6 ,    26.09 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      2000000 ,    51 ,        5 ,1200 ,   2000000 ,4.45e-05               , 5000000 ,        1 ,                0
1025 ,   6 ,        54 ,      23 ,        31 ,    24.7  ,        11 ,       5 ,         6 ,    26.45 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      2000000 ,    51 ,        5 ,1200 ,   2000000 ,4.45e-05               , 5000000 ,        1 ,                0
